cyclone_id,t_zero,t_minus_24h,t_plus_24h,origin_lat,origin_lon,origin_wind,target_6h_lat,target_6h_lon,target_6h_wind,target_12h_lat,target_12h_lon,target_12h_wind,target_24h_lat,target_24h_lon,target_24h_wind,quality_status,quality_detail,source_split,original_sample_index
2019116N02090,2019-04-29 00:00:00,2019-04-28 00:00:00,2019-04-30 00:00:00,8.6,87.4,83.3,9.3,87.2,83.3,10.2,87.1,101.9,11.8,86.5,129.6,CLEAN,CLEAN,train,1095
2019116N02090,2019-04-29 03:00:00,2019-04-28 03:00:00,2019-04-30 03:00:00,8.8,87.2,83.3,9.8,87.1,83.3,10.5,86.9,101.9,12.3,86.2,138.9,CLEAN,CLEAN,train,1096
2019116N02090,2019-04-29 06:00:00,2019-04-28 06:00:00,2019-04-30 06:00:00,9.3,87.2,83.3,10.2,87.1,101.9,10.9,86.8,101.9,12.7,85.8,148.2,CLEAN,CLEAN,train,1097
2019116N02090,2019-04-29 09:00:00,2019-04-28 09:00:00,2019-04-30 09:00:00,9.8,87.1,83.3,10.5,86.9,101.9,11.3,86.6,120.4,13.0,85.3,157.4,CLEAN,CLEAN,train,1098
2019116N02090,2019-04-29 12:00:00,2019-04-28 12:00:00,2019-04-30 12:00:00,10.2,87.1,101.9,10.9,86.8,101.9,11.8,86.5,129.6,13.3,84.8,166.7,CLEAN,CLEAN,train,1099
2019116N02090,2019-04-29 15:00:00,2019-04-28 15:00:00,2019-04-30 15:00:00,10.5,86.9,101.9,11.3,86.6,120.4,12.3,86.2,138.9,13.4,84.6,175.9,CLEAN,CLEAN,train,1100
2019116N02090,2019-04-29 18:00:00,2019-04-28 18:00:00,2019-04-30 18:00:00,10.9,86.8,101.9,11.8,86.5,129.6,12.7,85.8,148.2,13.5,84.4,175.9,CLEAN,CLEAN,train,1101
2019116N02090,2019-04-29 21:00:00,2019-04-28 21:00:00,2019-04-30 21:00:00,11.3,86.6,120.4,12.3,86.2,138.9,13.0,85.3,157.4,13.6,84.2,175.9,CLEAN,CLEAN,train,1102
2019116N02090,2019-04-30 00:00:00,2019-04-29 00:00:00,2019-05-01 00:00:00,11.8,86.5,129.6,12.7,85.8,148.2,13.3,84.8,166.7,13.9,84.1,175.9,CLEAN,CLEAN,train,1103
2019116N02090,2019-04-30 03:00:00,2019-04-29 03:00:00,2019-05-01 03:00:00,12.3,86.2,138.9,13.0,85.3,157.4,13.4,84.6,175.9,14.1,84.0,175.9,CLEAN,CLEAN,train,1104
2019116N02090,2019-04-30 06:00:00,2019-04-29 06:00:00,2019-05-01 06:00:00,12.7,85.8,148.2,13.3,84.8,166.7,13.5,84.4,175.9,14.2,84.0,175.9,CLEAN,CLEAN,train,1105
2019116N02090,2019-04-30 09:00:00,2019-04-29 09:00:00,2019-05-01 09:00:00,13.0,85.3,157.4,13.4,84.6,175.9,13.6,84.2,175.9,14.5,84.1,175.9,CLEAN,CLEAN,train,1106
2019116N02090,2019-04-30 12:00:00,2019-04-29 12:00:00,2019-05-01 12:00:00,13.3,84.8,166.7,13.5,84.4,175.9,13.9,84.1,175.9,14.9,84.1,185.2,CLEAN,CLEAN,train,1107
2019116N02090,2019-04-30 15:00:00,2019-04-29 15:00:00,2019-05-01 15:00:00,13.4,84.6,175.9,13.6,84.2,175.9,14.1,84.0,175.9,15.0,84.2,185.2,CLEAN,CLEAN,train,1108
2019116N02090,2019-04-30 18:00:00,2019-04-29 18:00:00,2019-05-01 18:00:00,13.5,84.4,175.9,13.9,84.1,175.9,14.2,84.0,175.9,15.2,84.2,185.2,CLEAN,CLEAN,train,1109
2019116N02090,2019-04-30 21:00:00,2019-04-29 21:00:00,2019-05-01 21:00:00,13.6,84.2,175.9,14.1,84.0,175.9,14.5,84.1,175.9,15.5,84.3,185.2,CLEAN,CLEAN,train,1110
2019116N02090,2019-05-01 00:00:00,2019-04-30 00:00:00,2019-05-02 00:00:00,13.9,84.1,175.9,14.2,84.0,175.9,14.9,84.1,185.2,15.9,84.6,194.5,CLEAN,CLEAN,train,1111
2019116N02090,2019-05-01 03:00:00,2019-04-30 03:00:00,2019-05-02 03:00:00,14.1,84.0,175.9,14.5,84.1,175.9,15.0,84.2,185.2,16.2,84.7,194.5,CLEAN,CLEAN,train,1112
2019116N02090,2019-05-01 06:00:00,2019-04-30 06:00:00,2019-05-02 06:00:00,14.2,84.0,175.9,14.9,84.1,185.2,15.2,84.2,185.2,16.8,84.8,203.7,CLEAN,CLEAN,train,1113
2019116N02090,2019-05-01 09:00:00,2019-04-30 09:00:00,2019-05-02 09:00:00,14.5,84.1,175.9,15.0,84.2,185.2,15.5,84.3,185.2,17.2,84.8,213.0,CLEAN,CLEAN,train,1114
2019116N02090,2019-05-01 12:00:00,2019-04-30 12:00:00,2019-05-02 12:00:00,14.9,84.1,185.2,15.2,84.2,185.2,15.9,84.6,194.5,17.6,84.8,213.0,CLEAN,CLEAN,train,1115
2019116N02090,2019-05-01 15:00:00,2019-04-30 15:00:00,2019-05-02 15:00:00,15.0,84.2,185.2,15.5,84.3,185.2,16.2,84.7,194.5,17.9,84.9,213.0,CLEAN,CLEAN,train,1116
2019116N02090,2019-05-01 18:00:00,2019-04-30 18:00:00,2019-05-02 18:00:00,15.2,84.2,185.2,15.9,84.6,194.5,16.8,84.8,203.7,18.3,85.0,213.0,CLEAN,CLEAN,train,1117
2019116N02090,2019-05-01 21:00:00,2019-04-30 21:00:00,2019-05-02 21:00:00,15.5,84.3,185.2,16.2,84.7,194.5,17.2,84.8,213.0,18.6,85.2,213.0,CLEAN,CLEAN,train,1118
2019116N02090,2019-05-02 00:00:00,2019-05-01 00:00:00,2019-05-03 00:00:00,15.9,84.6,194.5,16.8,84.8,203.7,17.6,84.8,213.0,19.1,85.5,194.5,CLEAN,CLEAN,train,1119
2019116N02090,2019-05-02 03:00:00,2019-05-01 03:00:00,2019-05-03 03:00:00,16.2,84.7,194.5,17.2,84.8,213.0,17.9,84.9,213.0,19.6,85.7,185.2,CLEAN,CLEAN,train,1120
2019116N02090,2019-05-02 06:00:00,2019-05-01 06:00:00,2019-05-03 06:00:00,16.8,84.8,203.7,17.6,84.8,213.0,18.3,85.0,213.0,20.2,85.9,157.4,CLEAN,CLEAN,train,1121
2019116N02090,2019-05-02 09:00:00,2019-05-01 09:00:00,2019-05-03 09:00:00,17.2,84.8,213.0,17.9,84.9,213.0,18.6,85.2,213.0,20.7,86.1,138.9,CLEAN,CLEAN,train,1122
2019116N02090,2019-05-02 12:00:00,2019-05-01 12:00:00,2019-05-03 12:00:00,17.6,84.8,213.0,18.3,85.0,213.0,19.1,85.5,194.5,21.2,86.5,129.6,CLEAN,CLEAN,train,1123
2019116N02090,2019-05-02 15:00:00,2019-05-01 15:00:00,2019-05-03 15:00:00,17.9,84.9,213.0,18.6,85.2,213.0,19.6,85.7,185.2,21.6,86.9,111.1,CLEAN,CLEAN,train,1124
2019116N02090,2019-05-02 18:00:00,2019-05-01 18:00:00,2019-05-03 18:00:00,18.3,85.0,213.0,19.1,85.5,194.5,20.2,85.9,157.4,22.1,87.4,101.9,CLEAN,CLEAN,train,1125
2019116N02090,2019-05-02 21:00:00,2019-05-01 21:00:00,2019-05-03 21:00:00,18.6,85.2,213.0,19.6,85.7,185.2,20.7,86.1,138.9,22.6,88.1,92.6,CLEAN,CLEAN,train,1126
2019116N02090,2019-05-03 00:00:00,2019-05-02 00:00:00,2019-05-04 00:00:00,19.1,85.5,194.5,20.2,85.9,157.4,21.2,86.5,129.6,23.2,88.5,74.1,CLEAN,CLEAN,train,1127
2019116N02090,2019-05-03 03:00:00,2019-05-02 03:00:00,2019-05-04 03:00:00,19.6,85.7,185.2,20.7,86.1,138.9,21.6,86.9,111.1,23.7,89.0,55.6,CLEAN,CLEAN,train,1128
2019160N11073,2019-06-11 00:00:00,2019-06-10 00:00:00,2019-06-12 00:00:00,14.6,70.7,74.1,15.2,70.8,83.3,16.1,70.8,101.9,17.7,70.3,138.9,CLEAN,CLEAN,train,1142
2019160N11073,2019-06-11 03:00:00,2019-06-10 03:00:00,2019-06-12 03:00:00,14.9,70.7,74.1,15.6,70.8,83.3,16.6,70.7,111.1,18.0,70.2,138.9,CLEAN,CLEAN,train,1143
2019160N11073,2019-06-11 06:00:00,2019-06-10 06:00:00,2019-06-12 06:00:00,15.2,70.8,83.3,16.1,70.8,101.9,17.0,70.6,120.4,18.4,70.0,138.9,CLEAN,CLEAN,train,1144
2019160N11073,2019-06-11 09:00:00,2019-06-10 09:00:00,2019-06-12 09:00:00,15.6,70.8,83.3,16.6,70.7,111.1,17.4,70.5,129.6,18.8,69.9,148.2,CLEAN,CLEAN,train,1145
2019160N11073,2019-06-11 12:00:00,2019-06-10 12:00:00,2019-06-12 12:00:00,16.1,70.8,101.9,17.0,70.6,120.4,17.7,70.3,138.9,19.1,69.9,148.2,CLEAN,CLEAN,train,1146
2019160N11073,2019-06-11 15:00:00,2019-06-10 15:00:00,2019-06-12 15:00:00,16.6,70.7,111.1,17.4,70.5,129.6,18.0,70.2,138.9,19.4,69.8,148.2,CLEAN,CLEAN,train,1147
2019160N11073,2019-06-11 18:00:00,2019-06-10 18:00:00,2019-06-12 18:00:00,17.0,70.6,120.4,17.7,70.3,138.9,18.4,70.0,138.9,19.7,69.7,148.2,CLEAN,CLEAN,train,1148
2019160N11073,2019-06-11 21:00:00,2019-06-10 21:00:00,2019-06-12 21:00:00,17.4,70.5,129.6,18.0,70.2,138.9,18.8,69.9,148.2,19.9,69.6,148.2,CLEAN,CLEAN,train,1149
2019160N11073,2019-06-12 00:00:00,2019-06-11 00:00:00,2019-06-13 00:00:00,17.7,70.3,138.9,18.4,70.0,138.9,19.1,69.9,148.2,20.1,69.6,148.2,CLEAN,CLEAN,train,1150
2019160N11073,2019-06-12 03:00:00,2019-06-11 03:00:00,2019-06-13 03:00:00,18.0,70.2,138.9,18.8,69.9,148.2,19.4,69.8,148.2,20.3,69.5,148.2,CLEAN,CLEAN,train,1151
2019160N11073,2019-06-12 06:00:00,2019-06-11 06:00:00,2019-06-13 06:00:00,18.4,70.0,138.9,19.1,69.9,148.2,19.7,69.7,148.2,20.5,69.4,148.2,CLEAN,CLEAN,train,1152
2019160N11073,2019-06-12 09:00:00,2019-06-11 09:00:00,2019-06-13 09:00:00,18.8,69.9,148.2,19.4,69.8,148.2,19.9,69.6,148.2,20.7,69.2,148.2,CLEAN,CLEAN,train,1153
2019160N11073,2019-06-12 12:00:00,2019-06-11 12:00:00,2019-06-13 12:00:00,19.1,69.9,148.2,19.7,69.7,148.2,20.1,69.6,148.2,20.8,69.1,148.2,CLEAN,CLEAN,train,1154
2019160N11073,2019-06-12 15:00:00,2019-06-11 15:00:00,2019-06-13 15:00:00,19.4,69.8,148.2,19.9,69.6,148.2,20.3,69.5,148.2,20.9,68.9,148.2,CLEAN,CLEAN,train,1155
2019160N11073,2019-06-12 18:00:00,2019-06-11 18:00:00,2019-06-13 18:00:00,19.7,69.7,148.2,20.1,69.6,148.2,20.5,69.4,148.2,20.9,68.9,148.2,CLEAN,CLEAN,train,1156
2019160N11073,2019-06-12 21:00:00,2019-06-11 21:00:00,2019-06-13 21:00:00,19.9,69.6,148.2,20.3,69.5,148.2,20.7,69.2,148.2,20.9,68.7,148.2,CLEAN,CLEAN,train,1157
2019160N11073,2019-06-13 00:00:00,2019-06-12 00:00:00,2019-06-14 00:00:00,20.1,69.6,148.2,20.5,69.4,148.2,20.8,69.1,148.2,21.0,68.6,148.2,CLEAN,CLEAN,train,1158
2019160N11073,2019-06-13 03:00:00,2019-06-12 03:00:00,2019-06-14 03:00:00,20.3,69.5,148.2,20.7,69.2,148.2,20.9,68.9,148.2,21.0,68.4,138.9,CLEAN,CLEAN,train,1159
2019160N11073,2019-06-13 06:00:00,2019-06-12 06:00:00,2019-06-14 06:00:00,20.5,69.4,148.2,20.8,69.1,148.2,20.9,68.9,148.2,21.0,68.4,138.9,CLEAN,CLEAN,train,1160
2019160N11073,2019-06-13 09:00:00,2019-06-12 09:00:00,2019-06-14 09:00:00,20.7,69.2,148.2,20.9,68.9,148.2,20.9,68.7,148.2,20.9,68.3,138.9,CLEAN,CLEAN,train,1161
2019160N11073,2019-06-13 12:00:00,2019-06-12 12:00:00,2019-06-14 12:00:00,20.8,69.1,148.2,20.9,68.9,148.2,21.0,68.6,148.2,20.8,68.2,129.6,CLEAN,CLEAN,train,1162
2019160N11073,2019-06-13 15:00:00,2019-06-12 15:00:00,2019-06-14 15:00:00,20.9,68.9,148.2,20.9,68.7,148.2,21.0,68.4,138.9,20.8,68.1,129.6,CLEAN,CLEAN,train,1163
2019160N11073,2019-06-13 18:00:00,2019-06-12 18:00:00,2019-06-14 18:00:00,20.9,68.9,148.2,21.0,68.6,148.2,21.0,68.4,138.9,20.8,67.9,120.4,CLEAN,CLEAN,train,1164
2019160N11073,2019-06-13 21:00:00,2019-06-12 21:00:00,2019-06-14 21:00:00,20.9,68.7,148.2,21.0,68.4,138.9,20.9,68.3,138.9,20.7,67.7,120.4,CLEAN,CLEAN,train,1165
2019160N11073,2019-06-14 00:00:00,2019-06-13 00:00:00,2019-06-15 00:00:00,21.0,68.6,148.2,21.0,68.4,138.9,20.8,68.2,129.6,20.7,67.5,120.4,CLEAN,CLEAN,train,1166
2019160N11073,2019-06-14 03:00:00,2019-06-13 03:00:00,2019-06-15 03:00:00,21.0,68.4,138.9,20.9,68.3,138.9,20.8,68.1,129.6,20.6,67.3,120.4,CLEAN,CLEAN,train,1167
2019160N11073,2019-06-14 06:00:00,2019-06-13 06:00:00,2019-06-15 06:00:00,21.0,68.4,138.9,20.8,68.2,129.6,20.8,67.9,120.4,20.6,66.9,120.4,CLEAN,CLEAN,train,1168
2019160N11073,2019-06-14 09:00:00,2019-06-13 09:00:00,2019-06-15 09:00:00,20.9,68.3,138.9,20.8,68.1,129.6,20.7,67.7,120.4,20.6,66.7,120.4,CLEAN,CLEAN,train,1169
2019160N11073,2019-06-14 12:00:00,2019-06-13 12:00:00,2019-06-15 12:00:00,20.8,68.2,129.6,20.8,67.9,120.4,20.7,67.5,120.4,20.7,66.4,120.4,CLEAN,CLEAN,train,1170
2019160N11073,2019-06-14 15:00:00,2019-06-13 15:00:00,2019-06-15 15:00:00,20.8,68.1,129.6,20.7,67.7,120.4,20.6,67.3,120.4,20.7,66.2,120.4,CLEAN,CLEAN,train,1171
2019160N11073,2019-06-14 18:00:00,2019-06-13 18:00:00,2019-06-15 18:00:00,20.8,67.9,120.4,20.7,67.5,120.4,20.6,66.9,120.4,20.7,66.0,120.4,CLEAN,CLEAN,train,1172
2019160N11073,2019-06-14 21:00:00,2019-06-13 21:00:00,2019-06-15 21:00:00,20.7,67.7,120.4,20.6,67.3,120.4,20.6,66.7,120.4,20.7,65.8,120.4,CLEAN,CLEAN,train,1173
2019160N11073,2019-06-15 00:00:00,2019-06-14 00:00:00,2019-06-16 00:00:00,20.7,67.5,120.4,20.6,66.9,120.4,20.7,66.4,120.4,20.8,65.5,111.1,CLEAN,CLEAN,train,1174
2019160N11073,2019-06-15 03:00:00,2019-06-14 03:00:00,2019-06-16 03:00:00,20.6,67.3,120.4,20.6,66.7,120.4,20.7,66.2,120.4,20.8,65.2,101.9,CLEAN,CLEAN,train,1175
2019160N11073,2019-06-15 06:00:00,2019-06-14 06:00:00,2019-06-16 06:00:00,20.6,66.9,120.4,20.7,66.4,120.4,20.7,66.0,120.4,20.8,65.1,101.9,CLEAN,CLEAN,train,1176
2019160N11073,2019-06-15 09:00:00,2019-06-14 09:00:00,2019-06-16 09:00:00,20.6,66.7,120.4,20.7,66.2,120.4,20.7,65.8,120.4,20.7,65.1,101.9,CLEAN,CLEAN,train,1177
2019160N11073,2019-06-15 12:00:00,2019-06-14 12:00:00,2019-06-16 12:00:00,20.7,66.4,120.4,20.7,66.0,120.4,20.8,65.5,111.1,20.8,65.2,92.6,CLEAN,CLEAN,train,1178
2019160N11073,2019-06-15 15:00:00,2019-06-14 15:00:00,2019-06-16 15:00:00,20.7,66.2,120.4,20.7,65.8,120.4,20.8,65.2,101.9,20.8,65.6,83.3,CLEAN,CLEAN,train,1179
2019160N11073,2019-06-15 18:00:00,2019-06-14 18:00:00,2019-06-16 18:00:00,20.7,66.0,120.4,20.8,65.5,111.1,20.8,65.1,101.9,21.1,66.1,74.1,CLEAN,CLEAN,train,1180
2019160N11073,2019-06-15 21:00:00,2019-06-14 21:00:00,2019-06-16 21:00:00,20.7,65.8,120.4,20.8,65.2,101.9,20.7,65.1,101.9,21.4,66.4,74.1,CLEAN,CLEAN,train,1181
2019160N11073,2019-06-16 00:00:00,2019-06-15 00:00:00,2019-06-17 00:00:00,20.8,65.5,111.1,20.8,65.1,101.9,20.8,65.2,92.6,21.7,66.6,64.8,CLEAN,CLEAN,train,1182
2019160N11073,2019-06-16 03:00:00,2019-06-15 03:00:00,2019-06-17 03:00:00,20.8,65.2,101.9,20.7,65.1,101.9,20.8,65.6,83.3,21.8,66.8,55.6,CLEAN,CLEAN,train,1183
2019160N11073,2019-06-16 06:00:00,2019-06-15 06:00:00,2019-06-17 06:00:00,20.8,65.1,101.9,20.8,65.2,92.6,21.1,66.1,74.1,21.9,67.0,55.6,CLEAN,CLEAN,train,1184
2019160N11073,2019-06-16 09:00:00,2019-06-15 09:00:00,2019-06-17 09:00:00,20.7,65.1,101.9,20.8,65.6,83.3,21.4,66.4,74.1,22.2,67.4,46.3,CLEAN,CLEAN,train,1185
2019160N11073,2019-06-16 12:00:00,2019-06-15 12:00:00,2019-06-17 12:00:00,20.8,65.2,92.6,21.1,66.1,74.1,21.7,66.6,64.8,22.5,67.9,37.0,CLEAN,CLEAN,train,1186
2019218N21088,2019-08-07 03:00:00,2019-08-06 03:00:00,2019-08-08 03:00:00,21.1,87.4,55.6,21.5,86.9,55.6,22.2,86.1,55.6,23.0,82.9,46.3,CLEAN,CLEAN,train,1193
2019218N21088,2019-08-07 06:00:00,2019-08-06 06:00:00,2019-08-08 06:00:00,21.2,87.2,55.6,21.9,86.5,55.6,22.4,85.6,55.6,23.4,81.9,46.3,CLEAN,CLEAN,train,1194
2019218N21088,2019-08-07 09:00:00,2019-08-06 09:00:00,2019-08-08 09:00:00,21.5,86.9,55.6,22.2,86.1,55.6,22.6,84.9,51.9,23.6,80.9,46.3,CLEAN,CLEAN,train,1195
2019264N19071,2019-09-23 03:00:00,2019-09-22 03:00:00,2019-09-24 03:00:00,20.3,65.5,74.1,20.2,64.1,101.9,20.2,62.9,101.9,20.1,60.3,138.9,CLEAN,CLEAN,train,1214
2019264N19071,2019-09-23 06:00:00,2019-09-22 06:00:00,2019-09-24 06:00:00,20.3,64.9,83.3,20.2,63.6,101.9,20.2,62.3,111.1,20.0,59.6,138.9,CLEAN,CLEAN,train,1215
2019264N19071,2019-09-23 09:00:00,2019-09-22 09:00:00,2019-09-24 09:00:00,20.2,64.1,101.9,20.2,62.9,101.9,20.2,61.6,111.1,19.9,58.9,138.9,CLEAN,CLEAN,train,1216
2019264N19071,2019-09-23 12:00:00,2019-09-22 12:00:00,2019-09-24 12:00:00,20.2,63.6,101.9,20.2,62.3,111.1,20.1,61.0,129.6,19.8,58.3,138.9,CLEAN,CLEAN,train,1217
2019264N19071,2019-09-23 15:00:00,2019-09-22 15:00:00,2019-09-24 15:00:00,20.2,62.9,101.9,20.2,61.6,111.1,20.1,60.3,138.9,19.7,57.6,111.1,CLEAN,CLEAN,train,1218
2019264N19071,2019-09-23 18:00:00,2019-09-22 18:00:00,2019-09-24 18:00:00,20.2,62.3,111.1,20.1,61.0,129.6,20.0,59.6,138.9,19.7,57.1,101.9,CLEAN,CLEAN,train,1219
2019264N19071,2019-09-23 21:00:00,2019-09-22 21:00:00,2019-09-24 21:00:00,20.2,61.6,111.1,20.1,60.3,138.9,19.9,58.9,138.9,19.6,56.5,83.3,CLEAN,CLEAN,train,1220
2019264N19071,2019-09-24 00:00:00,2019-09-23 00:00:00,2019-09-25 00:00:00,20.1,61.0,129.6,20.0,59.6,138.9,19.8,58.3,138.9,19.6,56.0,64.8,CLEAN,CLEAN,train,1221
2019264N19071,2019-09-24 03:00:00,2019-09-23 03:00:00,2019-09-25 03:00:00,20.1,60.3,138.9,19.9,58.9,138.9,19.7,57.6,111.1,19.4,55.5,55.6,CLEAN,CLEAN,train,1222
2019264N19071,2019-09-24 06:00:00,2019-09-23 06:00:00,2019-09-25 06:00:00,20.0,59.6,138.9,19.8,58.3,138.9,19.7,57.1,101.9,19.2,55.0,46.3,CLEAN,CLEAN,train,1223
2019296N15066,2019-10-25 03:00:00,2019-10-24 03:00:00,2019-10-26 03:00:00,15.9,71.7,74.1,16.1,71.8,83.3,16.3,71.7,101.9,16.6,70.4,120.4,CLEAN,CLEAN,train,1243
2019296N15066,2019-10-25 06:00:00,2019-10-24 06:00:00,2019-10-26 06:00:00,16.0,71.8,83.3,16.3,71.8,92.6,16.5,71.5,101.9,16.6,70.0,138.9,CLEAN,CLEAN,train,1244
2019296N15066,2019-10-25 09:00:00,2019-10-24 09:00:00,2019-10-26 09:00:00,16.1,71.8,83.3,16.3,71.7,101.9,16.5,71.1,111.1,16.6,69.7,148.2,CLEAN,CLEAN,train,1245
2019296N15066,2019-10-25 12:00:00,2019-10-24 12:00:00,2019-10-26 12:00:00,16.3,71.8,92.6,16.5,71.5,101.9,16.6,70.8,120.4,16.7,69.4,157.4,CLEAN,CLEAN,train,1246
2019296N15066,2019-10-25 15:00:00,2019-10-24 15:00:00,2019-10-26 15:00:00,16.3,71.7,101.9,16.5,71.1,111.1,16.6,70.4,120.4,16.7,69.1,166.7,CLEAN,CLEAN,train,1247
2019296N15066,2019-10-25 18:00:00,2019-10-24 18:00:00,2019-10-26 18:00:00,16.5,71.5,101.9,16.6,70.8,120.4,16.6,70.0,138.9,16.8,68.9,194.5,CLEAN,CLEAN,train,1248
2019296N15066,2019-10-25 21:00:00,2019-10-24 21:00:00,2019-10-26 21:00:00,16.5,71.1,111.1,16.6,70.4,120.4,16.6,69.7,148.2,16.9,68.5,203.7,CLEAN,CLEAN,train,1249
2019296N15066,2019-10-26 00:00:00,2019-10-25 00:00:00,2019-10-27 00:00:00,16.6,70.8,120.4,16.6,70.0,138.9,16.7,69.4,157.4,17.0,68.2,222.2,CLEAN,CLEAN,train,1250
2019296N15066,2019-10-26 03:00:00,2019-10-25 03:00:00,2019-10-27 03:00:00,16.6,70.4,120.4,16.6,69.7,148.2,16.7,69.1,166.7,17.1,67.8,231.5,CLEAN,CLEAN,train,1251
2019296N15066,2019-10-26 06:00:00,2019-10-25 06:00:00,2019-10-27 06:00:00,16.6,70.0,138.9,16.7,69.4,157.4,16.8,68.9,194.5,17.3,67.4,231.5,CLEAN,CLEAN,train,1252
2019296N15066,2019-10-26 09:00:00,2019-10-25 09:00:00,2019-10-27 09:00:00,16.6,69.7,148.2,16.7,69.1,166.7,16.9,68.5,203.7,17.4,67.1,240.8,CLEAN,CLEAN,train,1253
2019296N15066,2019-10-26 12:00:00,2019-10-25 12:00:00,2019-10-27 12:00:00,16.7,69.4,157.4,16.8,68.9,194.5,17.0,68.2,222.2,17.5,66.8,240.8,CLEAN,CLEAN,train,1254
2019296N15066,2019-10-26 15:00:00,2019-10-25 15:00:00,2019-10-27 15:00:00,16.7,69.1,166.7,16.9,68.5,203.7,17.1,67.8,231.5,17.6,66.5,240.8,CLEAN,CLEAN,train,1255
2019296N15066,2019-10-26 18:00:00,2019-10-25 18:00:00,2019-10-27 18:00:00,16.8,68.9,194.5,17.0,68.2,222.2,17.3,67.4,231.5,17.8,66.3,240.8,CLEAN,CLEAN,train,1256
2019296N15066,2019-10-26 21:00:00,2019-10-25 21:00:00,2019-10-27 21:00:00,16.9,68.5,203.7,17.1,67.8,231.5,17.4,67.1,240.8,18.0,65.8,231.5,CLEAN,CLEAN,train,1257
2019296N15066,2019-10-27 00:00:00,2019-10-26 00:00:00,2019-10-28 00:00:00,17.0,68.2,222.2,17.3,67.4,231.5,17.5,66.8,240.8,18.2,65.5,231.5,CLEAN,CLEAN,train,1258
2019296N15066,2019-10-27 03:00:00,2019-10-26 03:00:00,2019-10-28 03:00:00,17.1,67.8,231.5,17.4,67.1,240.8,17.6,66.5,240.8,18.2,65.1,231.5,CLEAN,CLEAN,train,1259
2019296N15066,2019-10-27 06:00:00,2019-10-26 06:00:00,2019-10-28 06:00:00,17.3,67.4,231.5,17.5,66.8,240.8,17.8,66.3,240.8,18.3,64.8,231.5,CLEAN,CLEAN,train,1260
2019296N15066,2019-10-27 09:00:00,2019-10-26 09:00:00,2019-10-28 09:00:00,17.4,67.1,240.8,17.6,66.5,240.8,18.0,65.8,231.5,18.4,64.5,231.5,CLEAN,CLEAN,train,1261
2019296N15066,2019-10-27 12:00:00,2019-10-26 12:00:00,2019-10-28 12:00:00,17.5,66.8,240.8,17.8,66.3,240.8,18.2,65.5,231.5,18.5,64.4,231.5,CLEAN,CLEAN,train,1262
2019296N15066,2019-10-27 15:00:00,2019-10-26 15:00:00,2019-10-28 15:00:00,17.6,66.5,240.8,18.0,65.8,231.5,18.2,65.1,231.5,18.7,64.1,231.5,CLEAN,CLEAN,train,1263
2019296N15066,2019-10-27 18:00:00,2019-10-26 18:00:00,2019-10-28 18:00:00,17.8,66.3,240.8,18.2,65.5,231.5,18.3,64.8,231.5,18.8,64.0,231.5,CLEAN,CLEAN,train,1264
2019296N15066,2019-10-27 21:00:00,2019-10-26 21:00:00,2019-10-28 21:00:00,18.0,65.8,231.5,18.2,65.1,231.5,18.4,64.5,231.5,18.9,63.8,231.5,CLEAN,CLEAN,train,1265
2019296N15066,2019-10-28 00:00:00,2019-10-27 00:00:00,2019-10-29 00:00:00,18.2,65.5,231.5,18.3,64.8,231.5,18.5,64.4,231.5,19.1,63.6,222.2,CLEAN,CLEAN,train,1266
2019296N15066,2019-10-28 03:00:00,2019-10-27 03:00:00,2019-10-29 03:00:00,18.2,65.1,231.5,18.4,64.5,231.5,18.7,64.1,231.5,19.2,63.4,213.0,CLEAN,CLEAN,train,1267
2019296N15066,2019-10-28 06:00:00,2019-10-27 06:00:00,2019-10-29 06:00:00,18.3,64.8,231.5,18.5,64.4,231.5,18.8,64.0,231.5,19.4,63.3,203.7,CLEAN,CLEAN,train,1268
2019296N15066,2019-10-28 09:00:00,2019-10-27 09:00:00,2019-10-29 09:00:00,18.4,64.5,231.5,18.7,64.1,231.5,18.9,63.8,231.5,19.5,63.1,194.5,CLEAN,CLEAN,train,1269
2019296N15066,2019-10-28 12:00:00,2019-10-27 12:00:00,2019-10-29 12:00:00,18.5,64.4,231.5,18.8,64.0,231.5,19.1,63.6,222.2,19.6,63.1,185.2,CLEAN,CLEAN,train,1270
2019296N15066,2019-10-28 15:00:00,2019-10-27 15:00:00,2019-10-29 15:00:00,18.7,64.1,231.5,18.9,63.8,231.5,19.2,63.4,213.0,19.6,62.9,185.2,CLEAN,CLEAN,train,1271
2019296N15066,2019-10-28 18:00:00,2019-10-27 18:00:00,2019-10-29 18:00:00,18.8,64.0,231.5,19.1,63.6,222.2,19.4,63.3,203.7,19.6,62.8,175.9,CLEAN,CLEAN,train,1272
2019296N15066,2019-10-28 21:00:00,2019-10-27 21:00:00,2019-10-29 21:00:00,18.9,63.8,231.5,19.2,63.4,213.0,19.5,63.1,194.5,19.6,62.5,166.7,CLEAN,CLEAN,train,1273
2019296N15066,2019-10-29 00:00:00,2019-10-28 00:00:00,2019-10-30 00:00:00,19.1,63.6,222.2,19.4,63.3,203.7,19.6,63.1,185.2,19.6,62.3,157.4,CLEAN,CLEAN,train,1274
